history_item_id,text,voice_name,voice_id,tarih,karakter_sayisi,model_id,state
KfySokrv0ip3w9U9telW,"Ждём вас, мы уверены, что вы получите прекрасные впечатления.",Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:24,61,eleven_multilingual_v2,created
XFhJA3CmPvkmOuTCPay5,"Ждём вас, мы уверены, что вы получите прекрасные впечатления.",Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:24,61,eleven_multilingual_v2,created
1jTGurpKyz2TGyBnuNIq,Ваш сеанс подтверждён. Приготовьтесь к расслаблению!,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:22,52,eleven_multilingual_v2,created
nV22zYnnA8oHEswsFjD3,Ваш сеанс подтверждён. Приготовьтесь к расслаблению!,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:22,52,eleven_multilingual_v2,created
SNfAg4n8XNoYHZUF9Qw7,"Ваша запись готова, вы будете чувствовать себя прекрасно!",Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:20,57,eleven_multilingual_v2,created
Y3CVO8UgWv0ZhdDTVzgR,"Ваша запись готова, вы будете чувствовать себя прекрасно!",Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:20,57,eleven_multilingual_v2,created
IwD9rs2a6XL4Gi6nZX9k,"Рекомендуем пить воду, после сеанса вам предложат воду.",Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:18,55,eleven_multilingual_v2,created
cb8FaXK7HKe1dITXGQv6,"Рекомендуем пить воду, после сеанса вам предложат воду.",Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:18,55,eleven_multilingual_v2,created
9vHyRK1Ss8K6rtIjr8Xy,Полотенца и тапочки предоставляются бесплатно.,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:17,46,eleven_multilingual_v2,created
yBE0n99xwZwnM8hvK339,Полотенца и тапочки предоставляются бесплатно.,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:17,46,eleven_multilingual_v2,created
H6Ln6j3EjkNlm2qWUDOL,Рекомендуем приходить за десять минут до начала сеанса.,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:15,55,eleven_multilingual_v2,created
lANSKK0EvQ85AqOyUcCv,Рекомендуем приходить за десять минут до начала сеанса.,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:15,55,eleven_multilingual_v2,created
OaSNzVAJ4cF3OtduRKLs,Хотите добавить массаж горячими камнями?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:13,40,eleven_multilingual_v2,created
sRULWzsuJ4BpvUNp2Tnv,Хотите добавить массаж горячими камнями?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:13,40,eleven_multilingual_v2,created
d0ORSWVi9FtECsWw1Jjo,Предпочитаете ли вы ароматерапию?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:11,33,eleven_multilingual_v2,created
zapdVoLzzOr7WfXeOGpq,Предпочитаете ли вы ароматерапию?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:11,33,eleven_multilingual_v2,created
LxcklYSH7S3PwF4xV3fr,Есть ли у вас предпочтение по конкретному терапевту?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:10,52,eleven_multilingual_v2,created
rKjPCw2zLdCQ86uN26bz,Есть ли у вас предпочтение по конкретному терапевту?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:09,52,eleven_multilingual_v2,created
7CCNmPWBOpDwW25BX40K,Вы беременны? Нам нужно знать это для некоторых наших услуг.,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:08,60,eleven_multilingual_v2,created
C138OQrflp2pOVCp4jMk,Вы беременны? Нам нужно знать это для некоторых наших услуг.,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:08,60,eleven_multilingual_v2,created
AuXXSZvXmo3FfKiNbBhx,Есть ли у вас аллергия или чувствительность?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:06,44,eleven_multilingual_v2,created
IkIj7kbjfq3tzB2W1cOW,Есть ли у вас аллергия или чувствительность?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:06,44,eleven_multilingual_v2,created
0uF8Y3drLSnciIYSWuFb,Не могли бы вы рассказать нам о вашем типе кожи?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:04,48,eleven_multilingual_v2,created
UvAaDsBpAV1QG1POSK1B,Не могли бы вы рассказать нам о вашем типе кожи?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:04,48,eleven_multilingual_v2,created
5nVmU06hNJCaVzgAufEK,Вы предпочитаете парный или одиночный сеанс?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:02,44,eleven_multilingual_v2,created
iKd7dIblqN8P8UrFM5wc,Вы предпочитаете парный или одиночный сеанс?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:02,44,eleven_multilingual_v2,created
2WA5MBUgJ0gcdg9zNcdN,Определимся с продолжительностью сеанса: пятьдесят или восемьдесят минут?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:01,73,eleven_multilingual_v2,created
yAWAmOAfP1Qgb84DFleJ,Определимся с продолжительностью сеанса: пятьдесят или восемьдесят минут?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:00,73,eleven_multilingual_v2,created
bG41APxc8nO0AXc7H4XD,"Что предпочитаете: расслабление, очищение или восстановление?",Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:59,61,eleven_multilingual_v2,created
u3i9criKaicExeRzCqHL,"Что предпочитаете: расслабление, очищение или восстановление?",Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:59,61,eleven_multilingual_v2,created
eanQLpfUicR2q85wmwtI,"У нас есть массаж, уход за кожей лица или уход за телом.",Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:57,56,eleven_multilingual_v2,created
vD9yYDlz2ZgaXBfHJtWq,"У нас есть массаж, уход за кожей лица или уход за телом.",Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:57,56,eleven_multilingual_v2,created
9PNYpAs2Ogw8JBGY8WPb,Какой из наших услуг вы хотите воспользоваться?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:55,47,eleven_multilingual_v2,created
uxMuLt5egGDziciKuE9y,Какой из наших услуг вы хотите воспользоваться?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:55,47,eleven_multilingual_v2,created
CSdVpLHF1UJntGy7Xh5d,"Здравствуйте, сегодня вы уделяете время себе, отличный выбор!",Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:53,61,eleven_multilingual_v2,created
Yk4CTfqb4j1Mt0wDPMvX,"Здравствуйте, сегодня вы уделяете время себе, отличный выбор!",Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:53,61,eleven_multilingual_v2,created
IS7ML7jwsDApG8LcRS6r,Добро пожаловать! Мы здесь для расслабляющего опыта.,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:51,52,eleven_multilingual_v2,created
iqzEqR9HN9lRkKqqA1Mr,Добро пожаловать! Мы здесь для расслабляющего опыта.,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:51,52,eleven_multilingual_v2,created
LS6v5HAlI0TJCkoh7BwZ,"Здравствуйте, вы пришли по адресу, чтобы побаловать себя!",Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:49,57,eleven_multilingual_v2,created
ykiuhnXMuDTyag3zN4aG,"Здравствуйте, вы пришли по адресу, чтобы побаловать себя!",Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:49,57,eleven_multilingual_v2,created
9qfulVcFqWrwtQHAM4TU,"Если вы задерживаетесь, пожалуйста, позвоните нам, мы сохраним ваш столик на пятнадцать минут.",Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:47,94,eleven_multilingual_v2,created
TQmUoRSZ6CznLyY5QyoM,"Если вы задерживаетесь, пожалуйста, позвоните нам, мы сохраним ваш столик на пятнадцать минут.",Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:47,94,eleven_multilingual_v2,created
XixGgmjoontNNC6fI5wT,Будет удовольствием принять вас за лучшим столиком.,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:45,51,eleven_multilingual_v2,created
uGq4KkMOogGAZ6sTj0F4,Будет удовольствием принять вас за лучшим столиком.,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:45,51,eleven_multilingual_v2,created
36cPq0ATUI9NPaPlWHiQ,"Ваше бронирование принято, желаем вам вкусного обеда.",Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:44,53,eleven_multilingual_v2,created
65buNtz6KKfvwvn6FXMY,"Ваше бронирование принято, желаем вам вкусного обеда.",Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:44,53,eleven_multilingual_v2,created
C0DQKd2CAky8EkGmiSOy,"Ваш столик готов, приятного аппетита заранее!",Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:42,45,eleven_multilingual_v2,created
uk9JZhLGtADpIHR3pKn0,"Ваш столик готов, приятного аппетита заранее!",Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:42,45,eleven_multilingual_v2,created
oN6zbHebGj1HNEHIWIvZ,Вы можете воспользоваться нашей услугой парковки с водителем.,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:40,61,eleven_multilingual_v2,created
wLlaKu5w1MfpBBJP3SNJ,Вы можете воспользоваться нашей услугой парковки с водителем.,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:40,61,eleven_multilingual_v2,created
KhGEtj6Wio7Fn8jcTUfC,У нас есть бесплатная парковка.,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:38,31,eleven_multilingual_v2,created
ex9JwYnLEhAOreqF6lxN,У нас есть бесплатная парковка.,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:38,31,eleven_multilingual_v2,created
CddbuRfKCZ9xrJLqEDLH,Наш шведский стол для завтрака подаётся по выходным.,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:37,52,eleven_multilingual_v2,created
rPyzqV5Gdq5Y1SxqpFTr,Наш шведский стол для завтрака подаётся по выходным.,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:37,52,eleven_multilingual_v2,created
1tbEMJBbW9C0RTOgReBi,Для получения информации о нашем дневном специальном меню посетите наш сайт.,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:35,76,eleven_multilingual_v2,created
zoSvfZNT1BO4xCVnCTLn,Для получения информации о нашем дневном специальном меню посетите наш сайт.,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:35,76,eleven_multilingual_v2,created
PY8AdUavysWwwwrkifDC,Наша кухня включает турецкую и средиземноморскую кухни.,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:33,55,eleven_multilingual_v2,created
uDJBqmYobB4kOAQyPmnF,Наша кухня включает турецкую и средиземноморскую кухни.,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:33,55,eleven_multilingual_v2,created
YPVHgBKRhGmUnRJqfiBP,"Хотите, чтобы мы подготовили особое украшение или цветы?",Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:31,56,eleven_multilingual_v2,created
k5L1u5kgz2y5uDDTLjcE,"Хотите, чтобы мы подготовили особое украшение или цветы?",Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:31,56,eleven_multilingual_v2,created
SS4cFkQvLpc71Q4ghBXC,Вы хотите столик у окна?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:29,24,eleven_multilingual_v2,created
jCSuXionbLdSmPvUtfib,Вы хотите столик у окна?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:29,24,eleven_multilingual_v2,created
Wii1nOgTfNXA46oCLzZ2,Вам нужен детский стул или детское меню?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:27,40,eleven_multilingual_v2,created
uQKCevoGo8CA20Aoukpa,Вам нужен детский стул или детское меню?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:27,40,eleven_multilingual_v2,created
A9iC7HfqlnBKf8ra7ljD,Есть ли у вас аллергия на какие-либо продукты?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:26,46,eleven_multilingual_v2,created
AdjCAkMfOkCJ2otUBtd2,Есть ли у вас аллергия на какие-либо продукты?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:26,46,eleven_multilingual_v2,created
Sqk5xoUKvzabcjeV13eF,"В нашем меню есть вегетарианские и веганские блюда, хотите отметить это?",Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:24,72,eleven_multilingual_v2,created
zYAJq6QW6zJ4WjhY0gn1,"В нашем меню есть вегетарианские и веганские блюда, хотите отметить это?",Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:24,72,eleven_multilingual_v2,created
kim3UE3gdBGYHB6QMfJj,Есть ли день рождения или особый повод для праздника?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:22,53,eleven_multilingual_v2,created
z7XYYRDa3p5jkbjbRFdp,Есть ли день рождения или особый повод для праздника?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:22,53,eleven_multilingual_v2,created
8ZZLzL1WF8gQv3dZcee5,Вы хотите сидеть в зоне для курящих или некурящих?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:20,50,eleven_multilingual_v2,created
UmIM5r5CeXPRcHNnio9I,Вы хотите сидеть в зоне для курящих или некурящих?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:20,50,eleven_multilingual_v2,created
7JYSbwTRNLyQWFNNOVXw,Вы предпочитаете сидеть внутри или на улице?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:18,44,eleven_multilingual_v2,created
A1Bq7fWwZgoXlJzWIr6q,Вы предпочитаете сидеть внутри или на улице?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:18,44,eleven_multilingual_v2,created
1Mc32EWQgu8BqnoGvf2H,На сколько человек вы хотите забронировать столик?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:16,50,eleven_multilingual_v2,created
tWcNjlMkd1Pejt9OH9SV,На сколько человек вы хотите забронировать столик?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:16,50,eleven_multilingual_v2,created
3R5Elbrt51yheRpmSKZU,Здравствуйте! Вы отмечаете особый день или просто планируете приятный ужин?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:14,75,eleven_multilingual_v2,created
rwG2xsAlwyF1rL3m3Gi9,Здравствуйте! Вы отмечаете особый день или просто планируете приятный ужин?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:14,75,eleven_multilingual_v2,created
7V0u12YgNE8W9YTwLGpW,Добро пожаловать! Рад помочь вам забронировать столик.,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:12,54,eleven_multilingual_v2,created
y5z3DY20HG84QX3nRLTi,Добро пожаловать! Рад помочь вам забронировать столик.,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:12,54,eleven_multilingual_v2,created
Vp6ZYTaoMD1lUdmmiu8H,"Здравствуйте, вы обратились по адресу для незабываемого гастрономического опыта!",Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:10,80,eleven_multilingual_v2,created
uWqmZ2C7wCe6T2lWbfi8,"Здравствуйте, вы обратились по адресу для незабываемого гастрономического опыта!",Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:10,80,eleven_multilingual_v2,created
Qo32Mhlx7LFpy68A1DPn,спасибо,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:09,7,eleven_multilingual_v2,created
gzulOC1AZ9IhCL1tLVjs,спасибо,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:09,7,eleven_multilingual_v2,created
aQ0RkWUAUgsrftMrQPlq,замечательно,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:07,12,eleven_multilingual_v2,created
x71QuuQfbJ5hpCX8Lh3P,замечательно,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:07,12,eleven_multilingual_v2,created
BNlAQM2ukKLFtjHlwnPt,хорошо,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:05,6,eleven_multilingual_v2,created
fYppczaMFy4JqFx4MJvi,хорошо,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:05,6,eleven_multilingual_v2,created
KIgfJvZvctQkKiFOiF3i,и,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:04,1,eleven_multilingual_v2,created
s2BWcGXbbO4iMnmCVpqf,и,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:04,1,eleven_multilingual_v2,created
4wIIjgaSWfz80izAUi2r,запись,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:02,6,eleven_multilingual_v2,created
RfGo08gcTe9MqF6O6Frk,запись,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:02,6,eleven_multilingual_v2,created
ruViHmqixXmi5ucrRaWl,стол,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:01,4,eleven_multilingual_v2,created
z0p2uCsB9vGVvCwSQvUG,стол,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:13:01,4,eleven_multilingual_v2,created
siWHmZkjaons94DJUxk2,человек,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:12:59,7,eleven_multilingual_v2,created
yAgdmcrCh8mFGCFolnZp,человек,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:12:59,7,eleven_multilingual_v2,created
T7IJxkxsnS2t5fOt0QMs,для,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:12:58,3,eleven_multilingual_v2,created
gttn3bIKfjRS0bqFHspI,для,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:12:58,3,eleven_multilingual_v2,created
NLMBM46IbUgogXqpjNQh,час,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:12:56,3,eleven_multilingual_v2,created
hlDTipe6mJ4tlGnWw76P,час,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:12:56,3,eleven_multilingual_v2,created
ROb2IS8QAB1AHCeYSht8,декабрь,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:12:55,7,eleven_multilingual_v2,created
u3qBIUV2VNaMYERzZvf5,декабрь,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:12:54,7,eleven_multilingual_v2,created
3t7WNHgfuViH5WLS26X6,ноябрь,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:12:53,6,eleven_multilingual_v2,created
P3ie81bpnP0JhOc2mohF,ноябрь,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:12:53,6,eleven_multilingual_v2,created
LEn0EZCYKQ7F5awRSt33,октябрь,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:12:51,7,eleven_multilingual_v2,created
gZIB5p7gyDGhg62eIGey,октябрь,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:12:51,7,eleven_multilingual_v2,created
FK0q0K5i77mY16JHqOlg,сентябрь,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:12:50,8,eleven_multilingual_v2,created
mtS3XCSzeIZ1qzPVQmNw,сентябрь,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:12:50,8,eleven_multilingual_v2,created
wDWre7SvvDvnSU2xA53e,август,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:12:48,6,eleven_multilingual_v2,created
OzK43biaxMNKhq1FvaFQ,июль,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:12:47,4,eleven_multilingual_v2,created
tfJDFFMDOV95swr9HASN,июль,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:12:47,4,eleven_multilingual_v2,created
eNCsGujI7Ex3RSOmGKmv,июнь,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:12:45,4,eleven_multilingual_v2,created
tLdVNbHOvJqxvcfME5DG,июнь,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:12:45,4,eleven_multilingual_v2,created
sICuaRKIXRUg1GShR0FK,май,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:12:44,3,eleven_multilingual_v2,created
uDN1VfZV12vLCfRYIPtU,май,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:12:44,3,eleven_multilingual_v2,created
1kx1lxVusndMmqWw5655,апрель,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:12:42,6,eleven_multilingual_v2,created
EwvTPFvnQjkKHaAY7khP,апрель,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:12:42,6,eleven_multilingual_v2,created
EE8PB5qYvovaBhoaJcZs,март,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:12:40,4,eleven_multilingual_v2,created
m8CSQUde6DCtn0aES9KZ,март,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:12:40,4,eleven_multilingual_v2,created
jnKDeZYnDLgAftm7Fwsj,февраль,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:12:39,7,eleven_multilingual_v2,created
qJoxxQPtDtpdN1Z859Z6,февраль,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:12:39,7,eleven_multilingual_v2,created
aqC2oQa5KgJL4meLKjA6,январь,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:12:37,6,eleven_multilingual_v2,created
fF8jL9RHmDbUUu2caILr,январь,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:12:37,6,eleven_multilingual_v2,created
khFiDRgx3MAOmeW7oOkL,завтра,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:12:36,6,eleven_multilingual_v2,created
wSbdkSVSv9pWJe7cXMX9,завтра,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:12:36,6,eleven_multilingual_v2,created
A7cUuiLEiOWBOinCvn6Y,сегодня,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:12:34,7,eleven_multilingual_v2,created
qA59JEvewIuJX4n6cgYZ,сегодня,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:12:34,7,eleven_multilingual_v2,created
LJ2kN3LefeQXt6qj2uNc,воскресенье,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:12:33,11,eleven_multilingual_v2,created
SxW4SzNgzyvlR4Ne1IRF,воскресенье,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:12:33,11,eleven_multilingual_v2,created
HyGdkpKrC0NnlvcTp3jg,суббота,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:12:31,7,eleven_multilingual_v2,created
K4Ss2gXMo84GHBwabvVe,суббота,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:12:31,7,eleven_multilingual_v2,created
0dS1UZEFsOGdHLWSLEoY,пятница,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:12:29,7,eleven_multilingual_v2,created
htKzE77c7Vhi3VgWb947,пятница,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:12:29,7,eleven_multilingual_v2,created
VqrFfp9JxG9Ni7Yxc3pl,четверг,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:12:28,7,eleven_multilingual_v2,created
ruTJlBpDGAAYtdxp8L7n,четверг,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:12:28,7,eleven_multilingual_v2,created
hJIhmD2yUHyRVTSDyCTE,среда,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:12:26,5,eleven_multilingual_v2,created
tFrAR0QEbPEDAENlvx5P,среда,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:12:26,5,eleven_multilingual_v2,created
Exi3cA4HKG4UTSFNga5b,вторник,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:12:25,7,eleven_multilingual_v2,created
XeWGuXi0f7WAA3DWt74V,вторник,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:12:25,7,eleven_multilingual_v2,created
